name,price
Fast Dell Computer Tower Windows 7 Pro 32bit Intel core 2 Duo 3.07GHz 4GB 500GB,120.00
"Custom Dell Computer Intel i5 CPU Quad Core Windows 10 PC HDD SSD WiFi 22"" LCDs",149.99
HP M01 DESKTOP INTEL QUAD CORE i3-10100 4.3GHz  8GB 1TB 7200RPM DVDRW,269.99
Custom Built Computer 4th Gen i5 3.2Ghz 8Gb 256Gb SSD DVD SFF,59.00
Raspberry Pi 4 8GB DDR4 RAM Single Board Computer - RPI4-MODBP-8GB,140.00
HP Desktop Computer 3.16GHz 4GB DVDRW Parallel Port Win XP Pro 32bit,109.00
Alienware Machine Dell (D07U) Computer Gaming System.,249.99
Dell Inspiron 3891 Desktop i5-11400 12GB RAM 256GB SSD+1TB HDD DVD-RW WiFi,449.00
Dell XPS 8940 i7-11700 32Gb RAM 512GB SSD WiFi/BT (Integrated Graphics),699.00
Dell Optiplex 755 Desktop computer Fast Core 2 Duo 2.93GH windows 7 - CNC - WIFI,112.69
HP DC6000 COMPUTER DUAL CORE 2.8GHZ 250GB 2GB WINDOWS XP FREE SHIP! M6000-XP2,63.99
"WINDOWS 11 Dell AIO 23"" All-in-one Computer PC Core i5 8GB 1TB RAM Webcam Wifi ",340.99
"Custom Dell Desktop Computer 16GB 2TB 512 SSD Core I5 Windows 10 PC 19"" 22"" LCD",155.00
Dell Desktop Computer PC Core i5 3.2GHz 8GB RAM 240GB SSD WiFi DVD Windows 10 HD,179.99
"Dell Desktop Computer 16GB 2TB, 512GB SSD Wi-Fi Core i5 Windows 10 PC New 24""LCD",177.99
Dell OptiPlex 9020 SFF PC Intel Core i5 4590 8GB 500GB HDD Win 10 Pro- Good,149.99
Windows 11 Pro Mini PC Intel J4125 Quad Core 2.7GHz 8GB RAM DDR4 128GB SSD GK3V,179.95
Dell Optiplex 7050 SFF i5-7500 3.40GHz 8GB RAM 256GB SSD Windows 10 Pro,206.79
,89.99
"WINDOWS 11 Dell AIO 23"" All-in-one Computer PC Core i5 16GB RAM Webcam Wifi SSD",399.99
Dell Inspiron Desktop 3891 i5-11400 12GB RAM 256GB SSD + 1TB HDD Win 11 Home,399.00
AMD Quad Core 4GB DVDRW WIFI Windows XP PC Computer 32 bit w/Parallel Serial,349.99
